City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,polyarnyye zori,67.3661,32.4981,9.82,99,100,0.17,RU,1726449611
83,yellowknife,62.456,-114.3525,12.45,88,20,5.66,CA,1726449612
84,keflavik,64.0049,-22.5624,5.24,70,0,3.6,IS,1726449613
85,college,64.8569,-147.8028,11.15,74,75,4.63,US,1726449614
86,kalmunai,7.4167,81.8167,27.4,76,100,2.67,LK,1726449615
87,duba,27.3513,35.6901,30.65,49,0,4.17,SA,1726449616
88,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,38,20,8.0,RU,1726449617
89,stanley,54.868,-1.6985,8.01,93,0,3.09,GB,1726449619
90,edinburgh of the seven seas,-37.0676,-12.3116,14.72,90,100,13.47,SH,1726449621
91,fort bragg,35.139,-79.006,22.91,86,100,6.17,US,1726449622
92,pleiku,13.9833,108.0,21.34,99,100,0.9,VN,1726449623
93,kavaratti,10.5669,72.642,26.43,86,59,4.4,IN,1726449624
94,luderitz,-26.6481,15.1594,11.85,74,0,9.1,NA,1726449625
95,escarcega,18.6089,-90.7454,28.78,66,66,2.37,MX,1726449627
96,pacific grove,36.6177,-121.9166,17.06,89,20,6.17,US,1726449628
97,saldanha,-33.0117,17.9442,12.43,82,32,7.09,ZA,1726449629
98,soio,-6.1349,12.3689,23.3,90,100,3.02,AO,1726449631
99,lobujya,27.95,86.8167,1.63,84,75,0.28,NP,1726449632
100,castillos,-34.1667,-53.8333,7.33,89,48,2.41,UY,1726449633
101,albany,42.6001,-73.9662,21.55,61,62,1.65,US,1726449204
102,kone,-21.0595,164.8658,22.89,57,89,4.01,NC,1726449637
103,puerto aysen,-45.4,-72.7,4.75,100,100,2.68,CL,1726449638
104,at taj,24.2049,23.2857,29.87,36,2,4.68,LY,1726449639
105,port saint john's,-31.6229,29.5448,18.78,86,69,1.85,ZA,1726449641
106,la passe,45.5549,-0.8967,12.5,61,20,4.39,FR,1726449642
107,hinojosa del duque,38.5006,-5.1465,20.08,28,10,1.1,ES,1726449643
108,touros,-5.1989,-35.4608,25.24,75,5,7.21,BR,1726449644
109,kiunga,-6.1219,141.2906,23.94,99,100,0.91,PG,1726449645
110,yeppoon,-23.1333,150.7333,19.16,77,100,9.72,AU,1726449646
111,alotau,-10.3069,150.4462,24.91,95,100,2.16,PG,1726449647
112,georgetown,5.4112,100.3354,25.96,89,20,0.0,MY,1726449405
113,kodiak,57.79,-152.4072,16.73,42,40,6.69,US,1726449649
114,san antonio de pale,-1.4014,5.6325,24.35,86,61,4.79,GQ,1726449650
115,talnakh,69.4865,88.3972,4.33,73,100,4.13,RU,1726449652
116,tongouson,5.0214,120.1328,28.37,81,100,8.33,PH,1726449653
117,tazovsky,67.4667,78.7,7.54,65,100,6.36,RU,1726449654
118,iqaluit,63.7506,-68.5145,3.85,86,100,7.72,CA,1726449655
119,lebu,-37.6167,-73.65,8.54,91,66,6.08,CL,1726449656
120,saudarkrokur,65.7461,-19.6394,1.42,83,99,2.42,IS,1726449657
121,anadyr,64.75,177.4833,9.28,66,20,3.0,RU,1726449658
122,san patricio,28.017,-97.5169,27.97,83,100,2.4,US,1726449659
123,luanda,-8.8368,13.2343,22.0,88,75,2.06,AO,1726449660
124,veinticinco de mayo,-35.4323,-60.1727,9.43,70,0,0.89,AR,1726449661
125,paphos,34.7667,32.4167,25.88,57,75,8.23,CY,1726449663
126,nova venecia,-18.7106,-40.4006,21.58,89,59,2.09,BR,1726449664
127,gadzhiyevo,69.2551,33.3362,9.64,98,100,1.66,RU,1726449665
128,jamestown,42.097,-79.2353,21.8,75,0,1.54,US,1726449434
129,pisco,-13.7,-76.2167,16.12,88,20,4.12,PE,1726449667
130,sitka,57.0531,-135.33,13.94,88,100,4.12,US,1726449668
131,carnarvon,-24.8667,113.6333,22.51,32,0,10.66,AU,1726449669
132,hawaiian paradise park,19.5933,-154.9731,27.73,82,100,4.12,US,1726449670
133,invercargill,-46.4,168.35,11.12,61,100,3.58,NZ,1726449671
134,greymouth,-42.4667,171.2,11.34,52,9,2.63,NZ,1726449672
135,port elizabeth,-33.918,25.5701,15.73,91,0,3.6,ZA,1726449674
136,augusto correa,-1.0217,-46.635,25.66,80,30,2.73,BR,1726449676
137,naze,28.3667,129.4833,29.51,86,0,5.7,JP,1726449678
138,ulysses,37.5814,-101.3552,31.02,30,0,8.75,US,1726449679
139,kyakhta,50.3508,106.4494,7.72,72,7,0.99,RU,1726449680
140,hakha,22.65,93.6167,18.19,98,97,0.45,MM,1726449681
141,lerwick,60.1545,-1.1494,11.19,88,78,5.51,GB,1726449682
142,cabo san lucas,22.8909,-109.9124,27.51,83,20,10.29,MX,1726449542
143,juan griego,11.0817,-63.9655,30.07,79,17,5.14,VE,1726449686
144,egilsstadir,65.2653,-14.3948,0.95,80,16,5.14,IS,1726449687
145,ebon,4.582,168.6964,27.8,70,30,1.1,MH,1726449688
146,khash,28.2211,61.2158,21.38,31,2,0.42,IR,1726449689
147,tiksi,71.6872,128.8694,1.88,75,100,7.63,RU,1726449690
148,qaqortoq,60.7167,-46.0333,4.58,94,100,1.46,GL,1726449691
149,aripuana,-9.1667,-60.6333,27.1,56,4,1.36,BR,1726449692
150,babayurt,43.6002,46.7789,16.06,74,0,4.92,RU,1726449693
151,kirensk,57.7853,108.1119,3.34,87,98,4.61,RU,1726449694
152,isafjordur,66.0755,-23.124,2.88,66,100,1.96,IS,1726449696
153,katsuren-haebaru,26.3369,127.8719,32.01,82,40,8.75,JP,1726449698
154,la libertad,-2.2333,-80.9,20.76,85,99,5.26,EC,1726449699
155,mokhsogollokh,61.4681,128.9203,6.09,48,11,1.3,RU,1726449700
156,broken hill,-31.95,141.4333,12.99,35,0,7.21,AU,1726449701
157,kenai,60.5544,-151.2583,13.9,74,0,11.83,US,1726449702
158,vilyuchinsk,52.9306,158.4028,14.15,58,21,8.35,RU,1726449703
159,puerto el triunfo,13.2833,-88.55,28.39,79,100,1.97,SV,1726449704
160,tadine,-21.55,167.8833,22.81,56,6,6.3,NC,1726449705
161,taveta,-3.3963,37.6736,18.25,83,50,1.46,KE,1726449706
162,taulaga,-11.0553,-171.0883,27.94,77,100,5.92,AS,1726449708
163,zaragoza,41.6561,-0.8773,15.57,41,0,7.2,ES,1726449709
164,emerald,-23.5333,148.1667,22.97,36,0,5.46,AU,1726449710
165,kathu,7.9178,98.3332,28.16,98,100,8.8,TH,1726449711
166,yeosu,34.7546,127.6599,25.29,87,100,7.96,KR,1726449712
167,kavalerovo,44.2661,135.0572,18.41,40,100,1.88,RU,1726449713
168,dompu,-8.5356,118.4622,30.1,50,81,2.04,ID,1726449714
169,crane,31.3974,-102.3501,27.12,36,0,7.72,US,1726449715
170,castro,-24.7911,-50.0119,11.8,98,100,3.18,BR,1726449716
171,sinop,41.7711,34.8709,16.21,94,20,2.01,TR,1726449717
172,paradip garh,20.3167,86.6167,26.53,80,100,6.26,IN,1726449719
173,barra de santo antonio,-9.4047,-35.5072,24.47,83,46,5.23,BR,1726449720
174,mont-dore,-22.2833,166.5833,21.29,55,89,5.31,NC,1726449721
175,eyl,7.9803,49.8164,24.99,67,50,8.7,SO,1726449722
176,angaur state,6.906,134.13,29.0,81,96,9.38,PW,1726449723
177,hobyo,5.3505,48.5268,24.4,82,16,9.86,SO,1726449724
178,quellon,-43.1167,-73.6167,5.88,92,61,2.38,CL,1726449725
179,onguday,50.75,86.15,4.61,95,100,1.72,RU,1726449726
180,tsiombe,-25.3,45.4833,19.82,70,5,0.66,MG,1726449727
181,illizi,26.4833,8.4667,31.61,31,0,2.89,DZ,1726449729
182,fatwa,25.5167,85.3167,29.05,84,100,7.18,IN,1726449730
183,ust-tsilma,65.441,52.1498,13.2,93,44,1.81,RU,1726449731
184,sitamau,24.0167,75.35,20.69,89,85,3.51,IN,1726449732
185,st. john's,47.5649,-52.7093,9.2,85,20,3.6,CA,1726449733
186,kerikeri,-35.2268,173.9474,13.84,84,100,2.68,NZ,1726449734
187,camiri,-20.05,-63.5167,16.14,46,34,1.52,BO,1726449735
188,bardai,11.65,7.2333,21.94,92,12,3.07,NG,1726449736
189,mwatate,-3.5029,38.3795,18.03,86,85,3.57,KE,1726449737
190,las tablas,7.7667,-80.2833,27.32,99,100,0.52,PA,1726449669
191,devils lake,48.1128,-98.8651,23.3,62,0,2.57,US,1726449467
192,aasiaat,68.7098,-52.8699,-2.13,94,100,1.86,GL,1726449741
193,mananjary,-21.2167,48.3333,18.06,84,0,2.97,MG,1726449742
194,margaret river,-33.95,115.0667,14.83,58,0,6.09,AU,1726449743
195,parun,35.4207,70.9221,5.74,66,1,1.58,AF,1726449744
196,sao joao da barra,-21.6403,-41.0511,22.45,90,20,4.53,BR,1726449745
197,hirara,24.8,125.2833,30.92,84,75,6.69,JP,1726449746
198,bhabhra,22.5333,74.3333,20.64,92,10,2.05,IN,1726449747
199,kamiichi,36.7,137.3667,28.15,84,75,1.03,JP,1726449748
200,qarqaraly,49.4058,75.4742,6.87,91,100,6.43,KZ,1726449749
201,tabou,4.423,-7.3528,24.05,88,94,3.65,CI,1726449750
202,bikenibeu village,1.3673,173.1241,30.98,70,20,4.63,KI,1726449752
203,hammerfest,70.6634,23.6821,8.25,61,91,0.0,NO,1726449753
204,papao,-17.75,-149.55,26.82,81,41,3.43,PF,1726449754
205,spisska nova ves,48.9446,20.5615,11.61,84,100,2.09,SK,1726449755
206,bairnsdale,-37.8333,147.6167,14.47,67,99,2.24,AU,1726449756
207,kuraymah,18.55,31.85,31.6,22,5,4.73,SD,1726449757
208,terrace,54.5163,-128.6035,14.95,72,100,5.66,CA,1726449758
209,holbrook,40.8123,-73.0784,18.68,80,0,2.06,US,1726449759
210,palikir - national government center,6.9248,158.1611,27.47,83,100,2.06,FM,1726449761
211,stara syniava,49.6032,27.6191,18.38,39,100,8.77,UA,1726449762
212,tra vinh,9.9347,106.3453,27.0,85,100,4.12,VN,1726449763
213,nsanje,-16.92,35.262,25.58,53,0,0.98,MW,1726449764
214,sant'antioco,39.0664,8.4522,18.67,67,0,4.87,IT,1726449765
215,tura,25.5198,90.2201,23.81,89,100,1.76,IN,1726449766
216,dakhla,23.6848,-15.958,19.88,92,0,7.31,EH,1726449767
217,taroa,8.7058,171.2275,27.33,76,90,0.31,MH,1726449768
218,mumford,5.2618,-0.759,23.34,92,2,4.87,GH,1726449769
219,dunedin,-45.8742,170.5036,7.31,76,43,0.6,NZ,1726449685
220,xining,36.6167,101.7667,13.27,89,99,0.99,CN,1726449772
221,coquimbo,-29.9533,-71.3436,11.85,93,0,2.06,CL,1726449773
222,lazaro cardenas,17.9583,-102.2,28.32,82,100,1.79,MX,1726449774
223,selfoss,63.9331,-20.9971,3.36,68,100,3.4,IS,1726449775
224,olonkinbyen,70.9221,-8.7187,2.49,96,100,11.03,SJ,1726449776
225,ambon,-3.6954,128.1814,28.08,83,40,2.57,ID,1726449777
226,berezovyy,51.6667,135.7,15.8,50,100,2.52,RU,1726449778
227,qujing,25.4833,103.7833,17.63,87,100,1.32,CN,1726449779
228,mugia,43.1041,-9.2179,14.95,69,82,9.82,ES,1726449780
229,luwuk,-0.9516,122.7875,24.16,83,100,2.43,ID,1726449781
230,wadowice,49.8834,19.4929,12.21,99,100,1.83,PL,1726449783
231,bandarbeyla,9.4942,50.8122,24.52,75,20,11.08,SO,1726449784
232,leskovac,42.9981,21.9461,10.08,91,100,0.29,RS,1726449785
233,floro,61.5996,5.0328,10.98,100,16,2.57,NO,1726449786
234,kapa'a,22.0752,-159.319,29.18,69,20,6.17,US,1726449738
235,le luc,43.3932,6.3147,15.02,87,0,1.03,FR,1726449788
236,pasighat,28.0667,95.3333,27.14,78,68,0.17,IN,1726449790
237,flekkefjord,58.2971,6.6607,11.39,98,100,0.95,NO,1726449791
238,brookings,44.3114,-96.7984,24.54,72,0,4.12,US,1726449793
239,necochea,-38.5473,-58.7368,6.83,70,7,1.51,AR,1726449794
240,san juan,-31.5375,-68.5364,20.3,22,0,4.37,AR,1726449795
241,okha,53.5739,142.9478,14.26,50,6,4.7,RU,1726449587
242,osh,40.5151,72.8083,12.36,62,0,2.0,KG,1726449797
243,sao lourenco do sul,-31.3653,-51.9783,14.53,82,98,2.61,BR,1726449798
244,nova vicosa,-17.8919,-39.3719,23.37,83,100,4.1,BR,1726449799
245,moussoro,13.6408,16.4901,26.18,68,100,7.06,TD,1726449800
246,alofi,-19.0595,-169.9187,27.94,74,20,5.14,NU,1726449801
247,newman,37.3138,-121.0208,23.91,35,100,4.02,US,1726449802
248,saipan,15.1355,145.701,27.39,89,100,10.29,MP,1726449803
249,vila franca do campo,37.7167,-25.4333,21.23,81,0,3.34,PT,1726449805
250,gunnedah,-30.9833,150.25,16.48,29,0,2.89,AU,1726449806
251,chibougamau,49.9168,-74.3659,17.79,82,0,3.09,CA,1726449807
252,longyearbyen,78.2186,15.6401,4.93,96,100,2.51,SJ,1726449582
253,bengkulu,-3.8004,102.2655,26.06,81,2,1.36,ID,1726449809
254,buriti alegre,-18.14,-49.0403,24.06,28,6,2.21,BR,1726449810
255,zalingei,12.9096,23.4741,20.4,87,100,1.97,SD,1726449811
256,kalanaur,28.8333,76.4,25.4,69,3,1.74,IN,1726449812
257,miracema do tocantins,-9.5618,-48.3967,29.5,25,0,2.14,BR,1726449813
258,arkhangel'sk,64.5401,40.5433,15.06,72,40,2.0,RU,1726449815
259,mogocha,53.7333,119.7667,11.64,80,34,3.26,RU,1726449816
260,san jose del guaviare,2.5729,-72.6459,27.06,69,16,1.28,CO,1726449817
261,pirapora do bom jesus,-23.3969,-47.0022,17.76,90,100,3.65,BR,1726449818
262,mihaesti,45.0333,24.25,9.17,94,100,1.42,RO,1726449819
263,punta arenas,-53.15,-70.9167,4.06,87,20,8.23,CL,1726449820
264,ischia porto,40.7333,13.95,21.2,68,8,0.89,IT,1726449821
265,capayan,-28.761,-66.0502,18.67,32,0,5.93,AR,1726449822
266,borba,-4.3878,-59.5939,31.54,40,44,0.99,BR,1726449823
267,tobelo,1.7284,128.0095,29.17,63,82,2.86,ID,1726449824
268,aldinga beach,-35.2793,138.4604,13.69,56,0,2.49,AU,1726449826
269,lensk,60.7253,114.9278,2.73,82,100,4.28,RU,1726449827
270,sassandra,4.95,-6.0833,22.45,95,89,2.55,CI,1726449828
271,buulobarde,3.8538,45.5674,23.58,82,48,5.99,SO,1726449829
272,belgrade,44.804,20.4651,10.19,94,75,7.2,RS,1726449600
273,queenstown,-31.8976,26.8753,12.62,84,100,2.92,ZA,1726449831
274,kingston,17.997,-76.7936,30.53,74,20,4.12,JM,1726449832
275,kolonia,50.9333,6.95,16.08,85,100,0.51,DE,1726449833
276,valdivia,-39.8142,-73.2459,6.05,90,1,0.95,CL,1726449834
277,pimenta bueno,-11.6725,-61.1936,29.23,37,26,1.05,BR,1726449835
278,selydove,48.1471,37.3003,19.35,37,0,7.15,UA,1726449837
279,yuzhno-kurilsk,44.0306,145.8556,17.79,63,0,7.0,RU,1726449839
280,ugoofaaru,5.6667,73.0,27.99,76,11,3.63,MV,1726449840
281,vorgashor,67.5833,63.95,12.17,98,98,3.88,RU,1726449841
282,kayangel,8.0823,134.7173,28.69,80,100,11.11,PW,1726449842
283,copala,16.65,-98.9833,27.27,83,82,2.19,MX,1726449843
284,kirchenviertel,47.1362,15.3457,12.57,76,75,4.63,AT,1726449844
285,mogadishu,2.0371,45.3438,25.12,84,77,7.35,SO,1726449583
286,belmonte,-15.8631,-38.8828,22.51,87,32,2.54,BR,1726449848
287,cam ranh,11.9214,109.1591,29.98,70,20,1.54,VN,1726449849
288,nizhnesortymskiy,62.4397,71.7603,4.44,65,43,3.53,RU,1726449850
289,noumea,-22.2763,166.4572,20.99,57,92,4.83,NC,1726449851
290,ballycastle,55.2044,-6.243,9.5,89,89,1.65,GB,1726449852
291,ilovlya,49.3033,43.9796,16.23,47,0,3.94,RU,1726449853
292,griffith,41.5284,-87.4237,23.3,75,0,1.54,US,1726449854
293,recani,31.2846,-4.2688,24.62,48,100,6.61,MA,1726449855
294,adler,43.43,39.92,21.09,73,90,4.0,RU,1726449857
295,zouerate,22.7187,-12.4521,33.63,22,100,4.05,MR,1726449858
296,oppdal,62.5943,9.6912,8.83,93,100,1.77,NO,1726449859
297,tarasovskiy,48.7292,40.3636,16.95,41,0,5.98,RU,1726449860
298,korla,41.7597,86.1469,19.89,35,6,1.4,CN,1726449861
299,rio rancho,35.2334,-106.6645,27.07,29,75,4.12,US,1726449862
300,colonia,50.9333,6.95,16.08,85,100,0.51,DE,1726449833
301,nandu,22.8525,110.8233,26.9,83,61,1.34,CN,1726449864
302,howard springs,-12.497,131.047,31.6,63,100,1.99,AU,1726449865
303,fredericton,45.9454,-66.6656,13.47,82,0,3.09,CA,1726449867
304,nar'yan-mar,67.6713,53.087,14.17,77,100,3.15,RU,1726449868
305,pont rouge,48.8833,-72.0825,18.16,79,96,1.79,CA,1726449869
306,port shepstone,-30.7414,30.455,18.47,86,100,1.29,ZA,1726449870
307,la'ie,21.6477,-157.9253,30.98,71,16,2.68,US,1726449871
308,buka,40.8108,69.1986,15.92,32,77,1.7,UZ,1726449872
309,ketchikan,55.3422,-131.6461,12.26,94,100,6.69,US,1726449873
310,port alfred,-33.5906,26.891,11.77,95,6,0.89,ZA,1726449874
311,laguna,38.421,-121.4238,21.8,54,0,8.23,US,1726449875
312,gisborne,-38.6533,178.0042,16.39,62,100,1.46,NZ,1726449876
313,roxas,11.5853,122.7511,25.98,92,100,4.33,PH,1726449878
314,sefrou,33.8319,-4.828,24.53,38,75,3.09,MA,1726449879
315,lata,40.1629,-8.3327,15.5,29,0,2.22,PT,1726449880
316,hithadhoo,-0.6,73.0833,28.39,75,99,4.2,MV,1726449881
317,forster,-32.1667,152.5167,18.54,46,0,4.56,AU,1726449882
318,moron,-34.6534,-58.6198,16.03,56,5,5.81,AR,1726449883
319,tacambaro de codallos,19.2333,-101.4667,18.04,99,100,1.07,MX,1726449884
320,hadithah,34.1397,42.3781,28.05,46,0,6.79,IQ,1726449885
321,akjoujt,19.6969,-14.4164,31.26,35,99,5.65,MR,1726449886
322,prince rupert,54.3161,-130.3201,13.05,82,100,8.23,CA,1726449887
323,yanchep,-31.55,115.6833,16.83,50,0,6.55,AU,1726449888
324,quatre cocos,-20.2078,57.7625,21.06,55,96,7.36,MU,1726449890
325,bamboo flat,11.7,92.7167,28.04,77,15,6.33,IN,1726449891
326,horqueta,-23.3428,-57.0597,15.77,98,12,1.69,PY,1726449892
327,battagram,34.6772,73.0233,18.82,40,0,2.38,PK,1726449893
328,codrington,-38.2667,141.9667,11.49,75,100,7.23,AU,1726449894
329,olinda,-8.0089,-34.8553,26.85,69,40,5.14,BR,1726449895
330,boma,11.7117,4.2472,24.8,87,12,2.41,NG,1726449896
331,hadibu,12.65,54.0333,25.05,82,41,7.48,YE,1726449897
332,daru,-9.0763,143.2092,25.16,89,100,7.14,PG,1726449898
333,gadarwara,22.9167,78.7833,21.76,94,100,2.99,IN,1726449899
334,la ronge,55.1001,-105.2842,15.14,72,100,2.57,CA,1726449901
335,avon park,27.5959,-81.5062,26.06,82,100,0.58,US,1726449903
336,presidente medici,-11.1753,-61.9014,31.66,35,49,1.61,BR,1726449904
337,mombaca,-5.7431,-39.6275,25.93,50,92,3.36,BR,1726449905
338,ndungu,-4.3667,38.05,19.33,90,56,0.45,TZ,1726449906
339,oyo,7.85,3.9333,22.13,99,96,1.99,NG,1726449907
340,phan rang-thap cham,11.5667,108.9833,29.22,61,100,0.56,VN,1726449908
341,brezina,33.0989,1.2608,26.62,41,100,2.66,DZ,1726449909
342,san buenaventura,27.0833,-101.5333,23.51,88,100,3.09,MX,1726449910
343,palmas,-10.2128,-48.3603,26.93,39,0,3.09,BR,1726449912
344,constantia,44.1833,28.65,12.61,94,24,5.68,RO,1726449913
345,barclayville,4.6797,-8.2339,23.75,88,100,2.72,LR,1726449914
346,san pedro pochutla,15.7333,-96.4667,28.73,83,100,1.53,MX,1726449915
347,dayrut,27.556,30.8076,28.13,48,0,4.37,EG,1726449916
348,hastings,50.8552,0.5729,14.39,40,100,3.49,GB,1726449917
349,constitucion,-35.3333,-72.4167,11.3,67,30,2.87,CL,1726449918
350,kaoma,-14.7833,24.8,20.63,27,0,3.57,ZM,1726449919
351,saint-joseph,-21.3667,55.6167,18.21,67,37,4.83,RE,1726449920
352,saint-dizier,48.4167,5.0833,7.78,91,100,2.08,FR,1726449921
353,kailua-kona,19.6406,-155.9956,29.99,62,20,4.12,US,1726449923
354,xinyuan,37.3,99.0,9.81,96,100,2.19,CN,1726449924
355,lamu,-2.2717,40.902,24.48,80,38,6.02,KE,1726449925
356,ogaki,35.35,136.6167,28.68,70,18,0.97,JP,1726449926
357,lae,-6.7221,146.9847,23.49,92,100,0.66,PG,1726449927
358,aswan,24.0934,32.907,29.61,37,0,2.57,EG,1726449928
359,ujae,8.9322,165.7642,27.81,78,100,8.19,MH,1726449929
360,fale old settlement,-9.3852,-171.2468,28.15,77,100,4.6,TK,1726449930
361,belyy yar,53.6039,91.3903,3.94,81,0,3.0,RU,1726449931
362,yahotyn,50.2798,31.7625,19.94,33,96,7.61,UA,1726449932
363,taunggyi,20.7833,97.0333,19.74,90,51,0.5,MM,1726449934
364,nouadhibou,20.931,-17.0347,20.99,88,0,6.17,MR,1726449935
365,malvan,16.0667,73.4667,25.42,79,98,0.87,IN,1726449936
